"","BL11","BL12","BL21","BL22","CF11","CF12","CF21","CF22","POOL1","POOL2","POOL3","POOL4","S111","S112","S121","S122","S711","S712","S721","S722"
"tr|A0A140N7T9|A0A140N7T9_ECOBD",1274541.40925172,1330357.10594638,1251631.57090623,1327881.26528257,1047724.83839986,1068725.25038569,1149883.88204856,1102709.129983,1164988.96021441,1096596.06651394,1116009.91508622,1145575.11164214,817448.736253219,961945.775278129,1038588.86007694,873580.660488908,1050924.38539951,766495.517835849,974536.329257684,811683.421721674
"tr|A0A140N7U0|A0A140N7U0_ECOBD",5186786.75940369,5036999.95715948,5013796.28764981,5142788.09037989,5361280.32310641,5280648.72567467,5169756.70078179,5421059.47364495,4428017.8876939,4551683.13909126,4445243.72649849,4534457.30028666,3717321.18465465,3697832.40083206,3730020.15672843,3702819.1480862,3613050.48732335,3482564.48671309,3546651.63100217,3371608.0712317
"tr|A0A140N7U1|A0A140N7U1_ECOBD",104088.7744885,101475.765083105,85180.944951981,95861.0364884936,114773.044255419,109249.635983945,101837.628165176,121779.387900218,99535.9766704617,91332.8326223324,80047.324020888,110821.485271906,93119.4739231563,101815.977460493,94010.8779166501,91397.4651270402,82524.6381303964,87856.1859618264,82859.9060798745,84537.2944607762
"tr|A0A140N7U3|A0A140N7U3_ECOBD",1824500.07803238,1429458.70164695,1817621.5313388,2047341.83332317,2628660.13706058,2258819.24904792,2442229.85446573,2439517.55139418,1906170.86464235,1869382.15590926,1823910.80784671,1951642.21270491,1422357.68115337,1544228.94280606,1512130.93091965,1494897.91553176,1457749.28627204,1449703.87399714,1694401.32749149,1424639.35184575
"tr|A0A140N7U4|A0A140N7U4_ECOBD",69453518.8171561,72711925.2721796,69507902.6886714,68167038.7432012,60453355.266679,60548948.3372297,63002112.6284637,65206142.2314117,61168040.4917768,61090508.159222,60932586.4567579,61325962.194241,52857344.7522879,55532353.9230546,58726775.1176725,57872236.2850725,53739824.8138443,52818881.7754534,54079707.091614,51867393.0952956
"tr|A0A140N7V0|A0A140N7V0_ECOBD",392054.320449477,374762.751184425,401530.309255978,537438.013495499,402486.646367079,362494.81747146,431540.363060543,389395.442505899,326328.713872849,342553.077535559,336185.762110969,332696.029297439,213123.269907907,269305.096089781,303779.140872295,265902.418236978,215732.012838847,228360.867838555,214174.641273592,206682.275650551
"tr|A0A140N7V1|A0A140N7V1_ECOBD",1219111.28030484,990224.409314191,908130.468433477,907062.875563887,1519746.81869374,1338744.42653661,1450777.9425029,1246404.62294996,885336.924267604,850706.750487877,848257.953651409,887785.721104072,520487.59536932,596867.283774895,535595.812912781,497405.233838057,531074.2130285,596114.247232352,670942.784469324,503057.272137632
"tr|A0A140N7V2|A0A140N7V2_ECOBD",2194144.7007188,2280035.31770083,2230214.52129123,2086750.76202402,2832544.39241367,2630280.40490724,2667342.94689706,2554932.06709191,2441815.45683476,2381539.02847845,2356170.68223869,2467183.80307453,1800275.36657429,1788545.18268723,1831852.30251667,1718685.86907886,3006569.89050154,3134779.77048692,3345986.10806296,2981677.7369146
"tr|A0A140N7V5|A0A140N7V5_ECOBD",531061.419438786,542961.494807042,543476.628835629,596231.088483625,489326.93482136,517455.433882916,547133.252053624,500014.332098874,396051.829333504,406957.02353031,392112.448307208,410896.404556606,186424.239624913,262000.259793873,212774.17897736,241556.443298162,248815.355577699,275464.11788216,280411.466245384,205204.772875816
"tr|A0A140N7W1|A0A140N7W1_ECOBD",215013.14072145,265083.92271718,299187.85854801,353971.494837757,340939.034600505,377738.141903543,388770.555184572,401341.018904802,283874.267983067,293568.930407121,282685.44424868,294757.754141508,204868.009922288,290044.372098348,249267.161049086,317415.48031045,211775.853019774,281136.668476934,245811.15107609,208885.697640223
"tr|A0A140N7W3|A0A140N7W3_ECOBD",7702418.68346373,8493511.99650639,8594502.53467634,8629156.83147136,9169994.66502958,9295521.92748584,7560228.82524895,8048600.95073153,7708743.91707407,7647724.78443327,7596472.39422608,7759996.30728126,6203909.39078871,6982387.05572098,5782607.25384568,6158399.72251285,7057632.46460914,8255607.35552143,7539440.76630952,7418299.46774408
"tr|A0A140N7W7|A0A140N7W7_ECOBD",1916499.83424363,2108686.6549403,1992638.89020189,1977978.89565254,1863329.55762403,2069552.46497941,2135992.87510457,2105059.06442446,1850782.43412237,1895049.74944965,1833919.05545192,1911913.1281201,1560513.90226808,1767441.67447832,1778256.85942063,1793507.01365315,1465613.99018841,1915312.40685239,1862428.55897836,1539240.31038948
"tr|A0A140N7W8|A0A140N7W8_ECOBD",1007817.28882095,858441.083610962,958772.330444206,833650.68138172,895279.127321894,814438.627414282,745969.571863739,717271.079925843,756956.378117254,730045.114185656,777974.574593787,709026.917709122,798552.550240462,592984.744839382,598830.768416158,583006.403554305,618937.834352925,492136.678827556,643836.771368955,661829.930978105
"tr|A0A140N7X0|A0A140N7X0_ECOBD",1576367.60835739,1585502.80302866,1574751.14550168,1723152.21495947,1321666.24787799,1403508.7006173,1604506.54053151,1519040.93031179,1379311.05886194,1410701.60006058,1386626.71497979,1403385.94394273,1066959.83182796,1335815.26425763,1237878.61357969,1261416.72110611,1078463.29240646,1392849.13733891,1178707.99359827,1095630.24277128
"tr|A0A140N7X1|A0A140N7X1_ECOBD",3296480.17644002,3328542.93063094,3117559.4846566,2967867.11870487,3487413.26955869,3470810.42544244,3283990.67049216,3477852.65656019,3326709.3241671,3496653.84997211,3442642.65745113,3380720.51668808,3772250.05870998,3715968.15724527,3643266.48842816,3730906.40154689,3606955.28400066,3263078.16226381,3418460.43852753,3577205.92974865
"tr|A0A140N7X8|A0A140N7X8_ECOBD",179044.814516818,142835.805540976,172484.55077475,184023.067631331,186667.647163606,182444.607317194,144501.239998781,172199.890541829,150152.262697425,148229.984261151,146898.660931275,151483.586027302,129820.02057831,115155.905270916,114206.764266125,115162.700791837,139246.471693014,120990.40251117,131263.791725379,128457.530322201
"tr|A0A140N7X9|A0A140N7X9_ECOBD",742751.29468935,721361.171112003,686115.839270037,731068.59906202,848772.744907666,761846.679805082,812962.950766641,739918.552687439,684289.720593242,706032.728749496,723784.282546099,666538.166796639,511077.499860349,613701.751215557,673407.941439204,628448.345533929,572452.820764298,642875.835459216,652022.309291446,572037.685679523
"tr|A0A140N7Y1|A0A140N7Y1_ECOBD",4811980.86810566,5397587.68184148,5833809.59061502,6044628.7611053,3505163.02695067,3832817.73368183,4375739.66438908,4061833.23551403,3423164.7640956,3298673.91744591,3373464.8932651,3348373.78827641,1251216.24570398,1625221.60757638,1731890.46770671,1631673.11928263,1804698.79336421,1935849.03135359,1946102.69618734,1614634.66306132
"tr|A0A140N7Y4|A0A140N7Y4_ECOBD",2578385.73945369,3090307.67031463,2582216.46400515,2585541.74857591,2460664.63677956,2991317.56288792,2992183.90340145,2813731.25766943,2675230.80519722,2781893.64108642,2737573.03644189,2719551.40984175,2196933.22129911,2849825.18097101,2926438.10316597,2803190.7153309,2431033.0921013,3043175.03372243,2631914.19799633,2725390.85643223
"tr|A0A140N7Y8|A0A140N7Y8_ECOBD",2033187.77032748,1801909.72233863,1955846.34683023,2117891.71068272,2053839.41999535,1723512.76230545,2177594.98603239,1939650.21205679,1886109.16652187,1929286.61349151,1953920.38388751,1861475.39612587,1563689.92063889,2073502.97592755,1892652.20405211,2214303.94925793,1558056.7132326,1793956.83792438,1792348.80963868,1642571.78182083
"tr|A0A140N7Z4|A0A140N7Z4_ECOBD",1945296.17760847,1829677.94102831,1531174.82282793,1662954.87209176,1488814.84625999,1495849.97472006,1366304.6346741,1265124.41423562,1413683.84622043,1412882.11533703,1384732.93400895,1441833.02754852,1566718.5553799,1047677.57024323,1060223.66709366,1044118.47981476,1272219.02173035,1282867.23348037,1310592.0964992,1308423.73713883
"tr|A0A140N7Z6|A0A140N7Z6_ECOBD",589135.963914656,507888.377133283,570087.993679441,576585.941703529,624217.122943061,681564.833735972,560193.507608339,652934.148562146,585701.539673719,582958.749807313,570717.361887235,597942.927593798,542626.919494316,583548.172865184,508159.659537547,601444.311477385,524579.586315895,579533.906888982,536423.216439405,512223.801637851
"tr|A0A140N7Z8|A0A140N7Z8_ECOBD",3525986.7273632,3416346.05056364,3330679.33122923,3608559.8814177,3132344.42930868,3048760.54072172,3283112.02190326,3273141.97215343,3150652.81799134,3238924.78272377,3223474.79467542,3166102.80603969,3025185.31122858,3256904.2916979,3075525.89424411,3388731.43267385,2704192.67429481,2843898.60440874,2911021.68470673,2653941.2724302
"tr|A0A140N7Z9|A0A140N7Z9_ECOBD",537667.187943897,602632.763255762,673212.544611817,617021.992159497,442302.344073449,429746.553366096,463646.845427689,487287.602648639,486235.221860463,471351.949398111,489332.044991658,468255.126266917,325575.476722723,433976.838552661,413673.047768143,471387.997146763,302228.765892733,397095.05402229,381427.553997781,333548.285061991
"tr|A0A140N800|A0A140N800_ECOBD",790215.96750999,688141.734167997,648777.450050166,665667.739086604,888295.285315128,829498.06392936,795627.694304043,790088.443618743,768061.196277368,753467.349113285,742179.667725511,779348.877665142,785679.161821724,759076.517276208,730443.544644629,737800.515924844,707409.333186107,747665.121563738,742175.337760607,699123.143073238
"tr|A0A140N801|A0A140N801_ECOBD",12667989.6770094,11765645.9845199,11169281.1939146,11482988.4208333,8963288.42074295,8994204.38863899,9482953.535024,9613253.73312731,9267285.08540099,9518669.90621345,9379018.93758177,9406936.05403267,7232744.22461924,7675031.19081831,8005313.6578141,8037161.03140271,7467259.53486369,7275810.85300566,7745609.15183344,7134784.5297547
"tr|A0A140N802|A0A140N802_ECOBD",34043348.0539199,33110817.8074149,24752445.1240951,24893461.5074973,18486986.0100808,19149402.2853134,20038650.4796066,19339006.1793509,20569523.303599,21101795.6443332,20460133.8427947,21211185.1051376,19369500.4009736,19480134.9250768,18479081.8014387,18443784.9535874,15870009.4934152,16517628.7862437,13026845.9031928,11755716.3832119
"tr|A0A140N810|A0A140N810_ECOBD",61610424.1559478,58679391.0860951,59587081.532957,59651080.9679377,70673038.9397691,67352489.8055931,70860152.6783066,71485179.565099,60723530.3005391,59793339.9185217,60196099.493996,60320770.7250647,63083134.944728,58197060.7019032,59034420.2464761,57139775.8790652,55769594.0569611,51678694.7765493,53679421.2708718,52935545.704803
"tr|A0A140N811|A0A140N811_ECOBD",33134058.501741,29288039.879995,28870162.4856987,30250820.3541422,34483169.516619,35682079.6847937,33055557.8963104,34901323.0064811,34584889.6693183,35077947.2263414,35162440.5459822,34500396.3496775,37249635.608646,38986092.7165634,41587144.3448358,39888890.0535598,37331249.58149,33144170.6516143,37679348.964278,39224817.6848778
"tr|A0A140N812|A0A140N812_ECOBD",1086346.46322153,1082184.16826145,890143.268582396,892554.555055989,1000922.49002892,977964.555870298,992159.755841825,987334.103117237,848340.652271263,870445.890826966,856858.496990195,861928.046108035,595601.049018862,703202.046820454,650852.138757099,645899.961513147,706750.632977371,743310.521706683,789690.347696845,703230.969175477
"tr|A0A140N813|A0A140N813_ECOBD",9449499.1496624,8407302.7112475,8857466.40259051,9612714.32136047,8473686.07455097,8316715.66048628,8317560.45543244,8619326.87331027,8278951.93695336,8115724.58757425,8145742.8456403,8248933.67888732,7938872.06739424,7085427.85328733,7674463.87899161,7660189.34345147,7378812.27617974,6897636.82920241,7039928.92458971,6929158.09905123
"tr|A0A140N814|A0A140N814_ECOBD",163676.238949687,178491.87044985,162990.104141163,143904.597942668,177488.810296166,144880.012428909,169254.326513941,157955.972626741,116911.54849572,158794.682251576,142529.418327827,133176.812419469,76177.1676867923,95297.5402754535,112726.850593084,96377.666252544,96028.2308275213,98173.171853233,106736.210193218,98468.976114727
"tr|A0A140N820|A0A140N820_ECOBD",148378.070834785,128924.099705691,133020.486202012,146254.787223343,175211.382020179,161406.390129885,178806.465048156,148321.720807117,132235.427142533,141755.435435336,139737.981997648,134252.880580221,98778.2088770854,120212.806998959,115609.375246623,128862.280941638,121456.363554681,122415.24209524,112279.428169887,118390.606744384
"tr|A0A140N821|A0A140N821_ECOBD",108039906.869189,119957476.974486,115473150.06059,113983090.35848,78059224.8499709,81787499.1564448,89859543.0616577,89098255.1782821,93888991.576858,93491725.5946605,94018747.4702492,93361969.7012693,74062330.4451129,89336610.0350695,94159762.3710504,93732219.2948318,77157922.0403841,80402491.5421095,86955578.2358008,83586044.8794475
"tr|A0A140N822|A0A140N822_ECOBD",1911332.94313739,1977758.12976182,1707097.67321274,1726548.96597567,1832492.84848017,1901298.56393536,2091054.31259921,1993310.08928536,1976864.61765793,2029199.53615618,1901618.0673939,2104446.08642022,1987761.72764314,2253385.34457693,2163262.45872954,2551170.49873392,1571604.83114604,1835463.26117881,1928877.77149608,1714304.46098954
"tr|A0A140N825|A0A140N825_ECOBD",985313.76544272,686282.090806864,823023.48304739,864181.758140643,941427.141390938,1332715.21760973,876299.812351582,900470.052530171,734256.28013936,745182.336482283,748453.414765378,730985.201856266,673271.569219278,545672.027045459,537394.91658162,551673.307598018,610899.920917804,527769.961096495,641751.754865212,524428.350270307
"tr|A0A140N826|A0A140N826_ECOBD",474475.990677172,1078666.2352087,793462.500821651,386658.886348993,392515.674157208,431270.704006146,854026.174952388,353185.066878716,498876.998276565,527541.313637423,510976.510492214,515441.801421773,352796.036972545,423381.5560808,329734.621844708,284934.388028686,392487.292521795,585474.674450138,336734.223995164,276800.560663335
"tr|A0A140N827|A0A140N827_ECOBD",1429654.47160702,1356133.02202454,1283999.47770558,1442742.5767163,1246884.41843326,1262217.1527866,1391422.65778789,1307795.41076326,1158676.60954455,1178977.3411172,1160797.78873398,1176856.16192777,811705.207240131,999635.395406775,937770.396854476,1009024.00562462,963873.167324325,1167138.66085861,1049734.76958504,900880.280492435
"tr|A0A140N831|A0A140N831_ECOBD",9637102.60213711,9273726.97298483,9504346.97313383,10215506.2069941,8973100.8494328,8972496.94283856,9535688.03906155,9544853.0034318,8595311.81570442,9043700.39854391,8774652.00019833,8864360.21404999,8235775.43027153,8576592.15999737,8239613.96605643,8636639.39649864,7773785.15714819,7998288.8668754,7786732.07739585,7149652.71505718
"tr|A0A140N836|A0A140N836_ECOBD",2831614.74751871,2708164.11558963,2744619.83786925,2944410.6625191,2737620.22338647,2756024.07771978,3128196.49335695,2958192.16192509,2503827.83362474,2477052.96643226,2449824.45205731,2531056.34799968,2016239.11169397,2263368.33658891,2321481.22013258,2331913.68780356,2056754.9966538,2104173.84321237,1948845.70858215,1988857.23920461
"tr|A0A140N843|A0A140N843_ECOBD",1290543.08211415,1057382.09949964,1023673.15043424,1254980.84098474,1391700.01427908,1131188.62755841,1366899.53454013,1173607.68332215,1134960.5339216,1085424.77270609,999848.961378657,1220536.34524903,809198.82611189,878816.119317427,892759.472509919,875166.758214461,819701.531311418,842161.854083085,914129.770418474,763011.978287568
"tr|A0A140N844|A0A140N844_ECOBD",2695279.22861909,750822.605299145,1219888.82173254,1938777.85281688,3022938.69416909,1708920.48026752,1051947.20749999,1311483.35369001,1282030.11528315,1389489.21709126,1263923.15580008,1407596.17657432,1659205.47319236,801060.887900745,794708.477740103,719072.743588384,1267030.6184223,568485.850541405,1055223.55929841,789570.326931601
"tr|A0A140N846|A0A140N846_ECOBD",53012614.7218148,47611902.8520353,44273032.4253259,42878099.5778988,51972674.33661,50534211.9833639,49391624.2372943,46582427.5787006,52829457.5602301,52452614.6390765,52331492.6474977,52950579.551809,65262988.248099,55943742.1478715,63821513.0053932,63336670.6919349,55107014.4640189,49663404.368071,53117797.3417284,53252759.1802119
"tr|A0A140N848|A0A140N848_ECOBD",896822.837482422,691568.098754292,641830.063609827,729357.649061105,467050.551825108,456384.352138655,425114.093773096,498477.513984133,458240.555029879,478489.723149902,461304.960057908,475425.318121872,311974.908052855,296063.347415705,305787.255217179,319136.09159432,319811.362676767,348298.780393421,250236.527355753,268600.994475917
"tr|A0A140N849|A0A140N849_ECOBD",7083482.61294659,5557476.8353811,6561323.80778592,7215650.54444785,7858473.33827305,6943136.2069613,6690435.31477385,7095045.40679338,6003472.16263023,6127821.88779304,6008462.68149199,6122831.36893128,5088831.96130419,5030604.93671924,4416668.23543307,5115225.55746861,5100617.0418387,4697801.10914724,5349021.54277471,4851760.138569
"tr|A0A140N850|A0A140N850_ECOBD",4101705.96586172,3888655.86486396,3580025.15495007,3578283.67188601,3488237.55155319,3481203.8760964,3513690.49872027,3528021.49865974,4177759.52445273,4279779.78606343,4246305.08586899,4211234.22464717,4883525.78167281,5280765.17445629,5316238.5101674,5224045.7919496,4085856.36902281,4935541.60367195,4059090.55719069,4693512.9282449
